
language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.88  T=1.44 s (858.9 files/s, 115777.5 lines/s)"
JavaScript,./integrations/zoom/daemon/zoom-web-app/webpack.config.dev.js,1,1,85
TypeScript,./walter-client/packages/uicommon/src/components/VisitInfoCollapse/CustomerInfo.tsx,5,0,85
TypeScript,./walter-client/src/components/Chat/Callflow/Widgets/TimedPrompt.tsx,9,0,85
Python,./bin/good-intent/text_predict.py,21,7,84
TypeScript,./walter-client/packages/ai-director/src/components/AudioPlayer/AudioMessage.tsx,6,0,84
TypeScript,./walter-client/packages/ai-director/src/pages/AgentProgression/ExportAgentProgressionToCSV.tsx,5,1,83
Python,./integrations/event-broker/event_broker/connectors/event_broker.py,16,0,82
JSON,./walter-client/packages/ai-director/package.json,0,0,82
TypeScript,./walter-client/packages/ai-director/src/pages/VisualCallFlowEditor/StageWrapper.tsx,7,0,82
JSON,./walter-client/packages/uicommon/package.json,0,0,82
HTML,./walter-client/public/index.html,3,20,82
TypeScript,./walter-client/src/components/LatestVersionBanner/index.tsx,10,2,82
C++,./windows/AudiograbTest/AudiograbTest.cpp,6,2,82
TypeScript,./ai-agent/src/pipelines/actions/insert-ddx.ts,10,4,81
TypeScript,./walter-client/packages/ai-director/src/pages/VisualCallFlowEditor/SelectionWidgetPreview.tsx,4,0,81
TypeScript,./walter-client/src/components/Chat/CloseCallFooter.tsx,8,0,81
TypeScript,./walter-client/src/components/IdentifyCaller/Container.tsx,5,3,81
Python,./windows/audiograb/build/config.gypi,0,1,81
Bourne Shell,./docker-compose.sh,10,0,80
TypeScript,./walter-client/packages/uicommon/src/chat/MessageBubble/fixtures/ParsingEmail.fixture.ts,1,1,80
TypeScript,./walter-client/packages/uicommon/src/components/VisitInfoCollapse/VisitInfo.tsx,3,5,80
TypeScript,./walter-client/src/components/Chat/Callflow/Widgets/TitleWrapper.tsx,12,0,80
TypeScript,./windows/cisco_cti_monitor/src/main.ts,19,19,80
Python,./agent-progression-api/server.py,18,0,79
JavaScript,./db/utils/upload-callflow-behaviors.js,15,4,79
Python,./integrations/event-broker/event_broker/connectors/hoducc_webconnector.py,23,43,79
Python,./models/actions/hermes_db.py,22,29,79
Python,./models/actions/run_test_set.py,14,31,79
TypeScript,./walter-client/packages/uicommon/src/chat/KnowledgeBaseMessage/KnowledgeBaseMessage.tsx,3,0,79
TypeScript,./walter-client/src/components/Transcript/Transcript.tsx,10,2,79
TypeScript,./walter-client/src/tracking/identify.ts,8,18,79
Python,./walter-server/walter_tornado/server.py,17,8,79
Python,./models/common/src/greyparrot/common/utils.py,33,8,78
TypeScript,./walter-client/packages/ai-director/src/components/IntentSearch/View.tsx,5,0,78
TypeScript,./walter-client/packages/ai-director/src/pages/ConversationDetailRouter.tsx,4,1,78
TypeScript,./walter-client/packages/ai-director/src/pages/ConversationDetails/ChatList/live-chats.gql.tsx,5,0,78
TypeScript,./walter-client/packages/uicommon/src/chat/CopyTranscriptButton/__tests__/CopyTranscriptButton.test.tsx,12,2,78
TypeScript,./walter-client/src/temp-client.ts,11,4,78
Python,./walter-server/walter_tornado/speech_recognition/deepgram_transcriber.py,21,18,78
TypeScript,./walter-client/packages/ai-director/src/components/DateRangeSearch/View.tsx,9,0,77
TypeScript,./walter-client/packages/ai-director/src/pages/AgentProgression/ChatsListDrawer/BehaviorConversationExampleWithModal.tsx,4,0,77
TypeScript,./walter-client/packages/ai-director/src/pages/IntentsQAPage/IntentsDoctor.tsx,8,1,77
TypeScript,./walter-client/packages/uicommon/src/components/AgentAndTeamSelect/AgentAndTeamFilterProvider.tsx,7,5,77
Python,./walter-server/walter_tornado/byte_stream.py,17,13,77
TypeScript,./walter-client/packages/ai-director/src/components/SortDurationArrows/View.tsx,7,5,76
